1,37.874895,-122.266368,37.874895,-122.26228,37.874895,-122.26228,37.874895,-122.266368,2
2,37.875068,-122.26228,37.875068,-122.259997,37.874895,-122.259997,37.874895,-122.26228,5
3,37.875428,-122.259997,37.875428,-122.257969,37.874285,-122.257969,37.874285,-122.259997,1
4,37.875501,-122.257969,37.875501,-122.255503,37.874081,-122.255503,37.874081,-122.257969,2
5,37.874081,-122.257969,37.874081,-122.255024,37.873084,-122.255024,37.873084,-122.257969,4
6,37.874285,-122.258752,37.874285,-122.257969,37.873084,-122.257969,37.873084,-122.258752,1
7,37.873084,-122.258752,37.873084,-122.258752,37.874895,-122.258752,37.874895,-122.258752,5
8,37.874895,-122.26088,37.874895,-122.258752,37.87259,-122.258752,37.87259,-122.26088,3
9,37.874895,-122.26228,37.874895,-122.26088,37.87259,-122.26088,37.87259,-122.26228,2
10,37.874895,-122.263836,37.874895,-122.26228,37.87259,-122.26228,37.87259,-122.263836,2
11,37.874895,-122.266368,37.874895,-122.263836,37.87259,-122.263836,37.87259,-122.266368,5
12,37.87259,-122.266368,37.87259,-122.263836,37.870545,-122.263836,37.870545,-122.266368,4
13,37.87259,-122.263836,37.87259,-122.26049,37.870545,-122.26049,37.870545,-122.263836,3
14,37.87259,-122.26049,37.87259,-122.258752,37.870545,-122.258752,37.870545,-122.26049,5
15,37.873084,-122.258752,37.873084,-122.257336,37.871373,-122.257336,37.871373,-122.258752,1
16,37.873084,-122.257336,37.873084,-122.255024,37.872273,-122.255024,37.872273,-122.257336,2
17,37.873376,-122.255024,37.873376,-122.253952,37.872722,-122.253952,37.872722,-122.255024,2
18,37.872722,-122.255024,37.872722,-122.252667,37.871244,-122.252667,37.871244,-122.255024,3
19,37.872273,-122.257336,37.872273,-122.255024,37.871056,-122.255024,37.871056,-122.257336,4
20,37.871373,-122.258752,37.871373,-122.257336,37.871056,-122.257336,37.871056,-122.258752,1
21,37.870545,-122.263065,37.870545,-122.259661,37.869588,-122.259661,37.869588,-122.263065,5
22,37.870545,-122.266205,37.870545,-122.263065,37.869588,-122.263065,37.869588,-122.266205,3
23,37.869588,-122.266019,37.869588,-122.264271,37.867911,-122.264271,37.867911,-122.266019,2
24,37.869588,-122.264271,37.869588,-122.261675,37.868275,-122.261675,37.868275,-122.264271,2
25,37.869588,-122.261675,37.869588,-122.259669,37.868521,-122.259669,37.868521,-122.261675,3
26,37.870545,-122.259661,37.870545,-122.258692,37.868766,-122.258692,37.868766,-122.259661,3
27,37.871056,-122.258752,37.871056,-122.257786,37.870082,-122.257786,37.870082,-122.258752,2
28,37.871056,-122.257786,37.871056,-122.255024,37.870082,-122.255024,37.870082,-122.257786,3
29,37.871244,-122.255024,37.871244,-122.252449,37.87005,-122.252449,37.87005,-122.255024,3
30,37.87005,-122.254048,37.87005,-122.252224,37.869372,-122.252224,37.869372,-122.254048,2
31,37.87005,-122.255024,37.87005,-122.254048,37.869271,-122.254048,37.869271,-122.255024,3
32,37.870082,-122.258752,37.870082,-122.255093,37.868828,-122.255093,37.868828,-122.258752,2